"","cue","target","cond","ResponseID","Finished","Progress","question","condition","dis","token","acc"
"354","native","foreign","flu","E8",TRUE,100,"Q440","Generate","fluent","people",0
"355","native","foreign","flu","E4",TRUE,100,"Q440","Generate","fluent","people",0
"356","native","foreign","flu","E38",TRUE,100,"Q440","Generate","fluent","foreign",1
"357","native","foreign","flu","E31",TRUE,100,"Q440","Generate","fluent","indian",0
"358","native","foreign","flu","E15",TRUE,100,"Q440","Generate","fluent","citizen",0
"359","native","foreign","flu","E42",TRUE,100,"Q440","Generate","fluent","speaker",0
"360","native","foreign","flu","E59",TRUE,100,"Q440","Generate","fluent","local",0
"361","native","foreign","flu","E5",TRUE,100,"Q440","Generate","fluent","foreign",1
"362","native","foreign","flu","E27",TRUE,100,"Q440","Generate","fluent","state",0
"363","native","foreign","flu","E6",TRUE,100,"Q440","Generate","fluent","0",0
"364","native","foreign","flu","E45",TRUE,100,"Q440","Generate","fluent","foreign",1
"365","native","foreign","flu","E14",TRUE,100,"Q440","Generate","fluent","foreign",1
"366","native","foreign","flu","E25",TRUE,100,"Q440","Generate","fluent","state",0
"367","native","foreign","flu","E53",TRUE,100,"Q440","Generate","fluent","0",0
"368","native","foreign","flu","E16",TRUE,100,"Q440","Generate","fluent","village",0
"369","native","foreign","flu","E33",TRUE,100,"Q440","Generate","fluent","0",0
"370","native","foreign","flu","E20",TRUE,100,"Q440","Generate","fluent","state",0
"371","native","foreign","flu","E12",TRUE,100,"Q440","Generate","fluent","foreign",1
"372","native","foreign","flu","E7",TRUE,100,"Q440","Generate","fluent","foreign",1
"373","native","foreign","flu","E54",TRUE,100,"Q440","Generate","fluent","land",0
"374","native","foreign","flu","E37",TRUE,100,"Q440","Generate","fluent","foreign",1
"375","native","foreign","flu","E18",TRUE,100,"Q440","Generate","fluent","foreign",1
"376","native","foreign","flu","E43",TRUE,100,"Q440","Generate","fluent","person",0
"377","native","foreign","flu","E34",TRUE,100,"Q440","Generate","fluent","origin",0
"378","native","foreign","flu","E41",TRUE,100,"Q440","Generate","fluent","country",0
"379","native","foreign","flu","E17",TRUE,100,"Q440","Generate","fluent","american",0
"380","native","foreign","flu","E55",TRUE,100,"Q440","Generate","fluent","foreign",1
"381","native","foreign","flu","E56",TRUE,100,"Q440","Generate","fluent","foreign",1
"382","native","foreign","flu","E22",TRUE,100,"Q440","Generate","fluent","foreign",1
"383","native","foreign","flu","E51",TRUE,100,"Q440","Generate","fluent","language",0
"384","native","foreign","flu","E26",TRUE,100,"Q440","Generate","fluent","foreign",1
"385","native","foreign","flu","E36",TRUE,100,"Q440","Generate","fluent","tribe",0
"386","native","foreign","flu","E3",TRUE,100,"Q440","Generate","fluent","american",0
"387","native","foreign","flu","E58",TRUE,100,"Q440","Generate","fluent","american",0
"388","native","foreign","flu","E10",TRUE,100,"Q440","Generate","fluent","foreign",1
"389","native","foreign","flu","E57",TRUE,100,"Q440","Generate","fluent","0",0
"390","native","foreign","flu","E11",TRUE,100,"Q440","Generate","fluent","foreign",1
"391","native","foreign","flu","E50",TRUE,100,"Q440","Generate","fluent","0",0
"392","native","foreign","flu","E21",TRUE,100,"Q440","Generate","fluent","land",0
"393","native","foreign","flu","E30",TRUE,100,"Q440","Generate","fluent","0",0
"394","native","foreign","flu","E28",TRUE,100,"Q440","Generate","fluent","people",0
"395","native","foreign","flu","E44",TRUE,100,"Q440","Generate","fluent","0",0
"396","native","foreign","flu","E48",TRUE,100,"Q440","Generate","fluent","foreign",1
"397","native","foreign","flu","E39",TRUE,100,"Q440","Generate","fluent","foreign",1
"398","native","foreign","flu","E9",TRUE,100,"Q440","Generate","fluent","american",0
"399","native","foreign","flu","E47",TRUE,100,"Q440","Generate","fluent","language",0
"400","native","foreign","flu","E13",TRUE,100,"Q440","Generate","fluent","foreign",1
"401","native","foreign","flu","E46",TRUE,100,"Q440","Generate","fluent","foreign",1
"402","native","foreign","flu","E32",TRUE,100,"Q440","Generate","fluent","foreign",1
"403","native","foreign","flu","E23",TRUE,100,"Q440","Generate","fluent","resident",0
"404","native","foreign","flu","E49",TRUE,100,"Q440","Generate","fluent","0",0
"405","native","foreign","flu","E2",TRUE,100,"Q440","Generate","fluent","foreign",1
"406","native","foreign","flu","E24",FALSE,99,"Q440","Generate","fluent","state",0
"407","object","symbol","flu","E52",TRUE,100,"Q441","Generate","fluent","part",0
"408","object","symbol","flu","E29",TRUE,100,"Q441","Generate","fluent","0",0
"409","object","symbol","flu","E19",TRUE,100,"Q441","Generate","fluent","thing",0
"410","object","symbol","flu","E40",TRUE,100,"Q441","Generate","fluent","item",0
"411","object","symbol","flu","E35",TRUE,100,"Q441","Generate","fluent","thing",0
"412","object","symbol","flu","E8",TRUE,100,"Q441","Generate","fluent","table",0
"413","object","symbol","flu","E4",TRUE,100,"Q441","Generate","fluent","solid",0
"414","object","symbol","flu","E38",TRUE,100,"Q441","Generate","fluent","thing",0
"415","object","symbol","flu","E31",TRUE,100,"Q441","Generate","fluent","shape",0
"416","object","symbol","flu","E15",TRUE,100,"Q441","Generate","fluent","subject",0
"417","object","symbol","flu","E42",TRUE,100,"Q441","Generate","fluent","there",0
"418","object","symbol","flu","E59",TRUE,100,"Q441","Generate","fluent","item",0
"419","object","symbol","flu","E5",TRUE,100,"Q441","Generate","fluent","0",0
"420","object","symbol","flu","E27",TRUE,100,"Q441","Generate","fluent","0",0
"421","object","symbol","flu","E6",TRUE,100,"Q441","Generate","fluent","table",0
"422","object","symbol","flu","E45",TRUE,100,"Q441","Generate","fluent","angle",0
"423","object","symbol","flu","E14",TRUE,100,"Q441","Generate","fluent","0",0
"424","object","symbol","flu","E25",TRUE,100,"Q441","Generate","fluent","thing",0
"425","object","symbol","flu","E53",TRUE,100,"Q441","Generate","fluent","0",0
"426","object","symbol","flu","E16",TRUE,100,"Q441","Generate","fluent","placeent",0
"427","object","symbol","flu","E33",TRUE,100,"Q441","Generate","fluent","0",0
"428","object","symbol","flu","E20",TRUE,100,"Q441","Generate","fluent","dot",0
"429","object","symbol","flu","E12",TRUE,100,"Q441","Generate","fluent","place",0
"430","object","symbol","flu","E7",TRUE,100,"Q441","Generate","fluent","0",0
"431","object","symbol","flu","E54",TRUE,100,"Q441","Generate","fluent","thing",0
"432","object","symbol","flu","E37",TRUE,100,"Q441","Generate","fluent","symbol",1
"433","object","symbol","flu","E18",TRUE,100,"Q441","Generate","fluent","symbol",1
"434","object","symbol","flu","E43",TRUE,100,"Q441","Generate","fluent","curve",0
"435","object","symbol","flu","E34",TRUE,100,"Q441","Generate","fluent","matter",0
"436","object","symbol","flu","E41",TRUE,100,"Q441","Generate","fluent","place",0
"437","object","symbol","flu","E17",TRUE,100,"Q441","Generate","fluent","house",0
"438","object","symbol","flu","E55",TRUE,100,"Q441","Generate","fluent","symbol",1
"439","object","symbol","flu","E56",TRUE,100,"Q441","Generate","fluent","0",0
"440","object","symbol","flu","E22",TRUE,100,"Q441","Generate","fluent","material",0
"441","object","symbol","flu","E51",TRUE,100,"Q441","Generate","fluent","0",0
"442","object","symbol","flu","E26",TRUE,100,"Q441","Generate","fluent","0",0
"443","object","symbol","flu","E36",TRUE,100,"Q441","Generate","fluent","shape",0
"444","object","symbol","flu","E3",TRUE,100,"Q441","Generate","fluent","up",0
"445","object","symbol","flu","E58",TRUE,100,"Q441","Generate","fluent","thing",0
"446","object","symbol","flu","E10",TRUE,100,"Q441","Generate","fluent","thing",0
"447","object","symbol","flu","E57",TRUE,100,"Q441","Generate","fluent","0",0
"448","object","symbol","flu","E11",TRUE,100,"Q441","Generate","fluent","shape",0
"449","object","symbol","flu","E50",TRUE,100,"Q441","Generate","fluent","0",0
"450","object","symbol","flu","E21",TRUE,100,"Q441","Generate","fluent","blaock",0
"451","object","symbol","flu","E30",TRUE,100,"Q441","Generate","fluent","0",0
"452","object","symbol","flu","E28",TRUE,100,"Q441","Generate","fluent","symbol",1
"453","object","symbol","flu","E44",TRUE,100,"Q441","Generate","fluent","0",0
"454","object","symbol","flu","E48",TRUE,100,"Q441","Generate","fluent","symbol",1
"455","object","symbol","flu","E39",TRUE,100,"Q441","Generate","fluent","0",0
"456","object","symbol","flu","E9",TRUE,100,"Q441","Generate","fluent","subject",0
"457","object","symbol","flu","E47",TRUE,100,"Q441","Generate","fluent","pos",0
"458","object","symbol","flu","E13",TRUE,100,"Q441","Generate","fluent","subject",0
"459","object","symbol","flu","E46",TRUE,100,"Q441","Generate","fluent","symbol",1
"460","object","symbol","flu","E32",TRUE,100,"Q441","Generate","fluent","thing",0
"461","object","symbol","flu","E23",TRUE,100,"Q441","Generate","fluent","curve",0
"462","object","symbol","flu","E49",TRUE,100,"Q441","Generate","fluent","0",0
"463","object","symbol","flu","E2",TRUE,100,"Q441","Generate","fluent","thing",0
"464","object","symbol","flu","E24",FALSE,99,"Q441","Generate","fluent","thing",0
"465","people","world","flu","E52",TRUE,100,"Q442","Generate","fluent","men",0
"466","people","world","flu","E29",TRUE,100,"Q442","Generate","fluent","world",1
"467","people","world","flu","E19",TRUE,100,"Q442","Generate","fluent","humans",0
"468","people","world","flu","E40",TRUE,100,"Q442","Generate","fluent","family",0
"469","people","world","flu","E35",TRUE,100,"Q442","Generate","fluent","group",0
"470","people","world","flu","E8",TRUE,100,"Q442","Generate","fluent","meeting",0
"471","people","world","flu","E4",TRUE,100,"Q442","Generate","fluent","country",0
"472","people","world","flu","E38",TRUE,100,"Q442","Generate","fluent","person",0
"473","people","world","flu","E31",TRUE,100,"Q442","Generate","fluent","group",0
"474","people","world","flu","E15",TRUE,100,"Q442","Generate","fluent","0",0
"475","people","world","flu","E42",TRUE,100,"Q442","Generate","fluent","guy",0
"476","people","world","flu","E59",TRUE,100,"Q442","Generate","fluent","men",0
"477","people","world","flu","E5",TRUE,100,"Q442","Generate","fluent","0",0
"478","people","world","flu","E27",TRUE,100,"Q442","Generate","fluent","person",0
"479","people","world","flu","E6",TRUE,100,"Q442","Generate","fluent","0",0
"480","people","world","flu","E45",TRUE,100,"Q442","Generate","fluent","0",0
"481","people","world","flu","E14",TRUE,100,"Q442","Generate","fluent","world",1
"482","people","world","flu","E25",TRUE,100,"Q442","Generate","fluent","world",1
"483","people","world","flu","E53",TRUE,100,"Q442","Generate","fluent","group",0
"484","people","world","flu","E16",TRUE,100,"Q442","Generate","fluent","crowd",0
"485","people","world","flu","E33",TRUE,100,"Q442","Generate","fluent","person",0
"486","people","world","flu","E20",TRUE,100,"Q442","Generate","fluent","unity",0
"487","people","world","flu","E12",TRUE,100,"Q442","Generate","fluent","nation",0
"488","people","world","flu","E7",TRUE,100,"Q442","Generate","fluent","0",0
"489","people","world","flu","E54",TRUE,100,"Q442","Generate","fluent","person",0
"490","people","world","flu","E37",TRUE,100,"Q442","Generate","fluent","group",0
"491","people","world","flu","E18",TRUE,100,"Q442","Generate","fluent","0",0
"492","people","world","flu","E43",TRUE,100,"Q442","Generate","fluent","world",1
"493","people","world","flu","E34",TRUE,100,"Q442","Generate","fluent","groups",0
"494","people","world","flu","E41",TRUE,100,"Q442","Generate","fluent","place",0
"495","people","world","flu","E17",TRUE,100,"Q442","Generate","fluent","person",0
"496","people","world","flu","E55",TRUE,100,"Q442","Generate","fluent","crowd",0
"497","people","world","flu","E56",TRUE,100,"Q442","Generate","fluent","0",0
"498","people","world","flu","E22",TRUE,100,"Q442","Generate","fluent","world",1
"499","people","world","flu","E51",TRUE,100,"Q442","Generate","fluent","0",0
"500","people","world","flu","E26",TRUE,100,"Q442","Generate","fluent","0",0
"501","people","world","flu","E36",TRUE,100,"Q442","Generate","fluent","humans",0
"502","people","world","flu","E3",TRUE,100,"Q442","Generate","fluent","black",0
"503","people","world","flu","E58",TRUE,100,"Q442","Generate","fluent","human",0
"504","people","world","flu","E10",TRUE,100,"Q442","Generate","fluent","0",0
"505","people","world","flu","E57",TRUE,100,"Q442","Generate","fluent","0",0
"506","people","world","flu","E11",TRUE,100,"Q442","Generate","fluent","0",0
"507","people","world","flu","E50",TRUE,100,"Q442","Generate","fluent","0",0
"508","people","world","flu","E21",TRUE,100,"Q442","Generate","fluent","state",0
"509","people","world","flu","E30",TRUE,100,"Q442","Generate","fluent","0",0
"510","people","world","flu","E28",TRUE,100,"Q442","Generate","fluent","plan",0
"511","people","world","flu","E44",TRUE,100,"Q442","Generate","fluent","0",0
"512","people","world","flu","E48",TRUE,100,"Q442","Generate","fluent","0",0
"513","people","world","flu","E39",TRUE,100,"Q442","Generate","fluent","0",0
"514","people","world","flu","E9",TRUE,100,"Q442","Generate","fluent","person",0
"515","people","world","flu","E47",TRUE,100,"Q442","Generate","fluent","place",0
"516","people","world","flu","E13",TRUE,100,"Q442","Generate","fluent","group",0
"517","people","world","flu","E46",TRUE,100,"Q442","Generate","fluent","world",1
"518","people","world","flu","E32",TRUE,100,"Q442","Generate","fluent","world",1
"519","people","world","flu","E23",TRUE,100,"Q442","Generate","fluent","gather",0
"520","people","world","flu","E49",TRUE,100,"Q442","Generate","fluent","0",0
"521","people","world","flu","E2",TRUE,100,"Q442","Generate","fluent","crowd",0
"522","people","world","flu","E24",FALSE,99,"Q442","Generate","fluent","world",1
"523","sheet","cover","flu","E52",TRUE,100,"Q443","Generate","fluent","bed",0
"524","sheet","cover","flu","E29",TRUE,100,"Q443","Generate","fluent","cover",1
"525","sheet","cover","flu","E19",TRUE,100,"Q443","Generate","fluent","metal",0
"526","sheet","cover","flu","E40",TRUE,100,"Q443","Generate","fluent","cover",1
"527","sheet","cover","flu","E35",TRUE,100,"Q443","Generate","fluent","cover",1
"528","sheet","cover","flu","E8",TRUE,100,"Q443","Generate","fluent","paper",0
"529","sheet","cover","flu","E4",TRUE,100,"Q443","Generate","fluent","bed",0
"530","sheet","cover","flu","E38",TRUE,100,"Q443","Generate","fluent","cover",1
"531","sheet","cover","flu","E31",TRUE,100,"Q443","Generate","fluent","paper",0
"532","sheet","cover","flu","E15",TRUE,100,"Q443","Generate","fluent","cover",1
"533","sheet","cover","flu","E42",TRUE,100,"Q443","Generate","fluent","pan",0
"534","sheet","cover","flu","E59",TRUE,100,"Q443","Generate","fluent","paper",0
"535","sheet","cover","flu","E5",TRUE,100,"Q443","Generate","fluent","0",0
"536","sheet","cover","flu","E27",TRUE,100,"Q443","Generate","fluent","music",0
"537","sheet","cover","flu","E6",TRUE,100,"Q443","Generate","fluent","0",0
"538","sheet","cover","flu","E45",TRUE,100,"Q443","Generate","fluent","canvas",0
"539","sheet","cover","flu","E14",TRUE,100,"Q443","Generate","fluent","0",0
"540","sheet","cover","flu","E25",TRUE,100,"Q443","Generate","fluent","paper",0
"541","sheet","cover","flu","E53",TRUE,100,"Q443","Generate","fluent","0",0
"542","sheet","cover","flu","E16",TRUE,100,"Q443","Generate","fluent","paper",0
"543","sheet","cover","flu","E33",TRUE,100,"Q443","Generate","fluent","paper",0
"544","sheet","cover","flu","E20",TRUE,100,"Q443","Generate","fluent","paper",0
"545","sheet","cover","flu","E12",TRUE,100,"Q443","Generate","fluent","0",0
"546","sheet","cover","flu","E7",TRUE,100,"Q443","Generate","fluent","bed",0
"547","sheet","cover","flu","E54",TRUE,100,"Q443","Generate","fluent","paper",0
"548","sheet","cover","flu","E37",TRUE,100,"Q443","Generate","fluent","cover",1
"549","sheet","cover","flu","E18",TRUE,100,"Q443","Generate","fluent","cover",1
"550","sheet","cover","flu","E43",TRUE,100,"Q443","Generate","fluent","metal",0
"551","sheet","cover","flu","E34",TRUE,100,"Q443","Generate","fluent","cover",1
"552","sheet","cover","flu","E41",TRUE,100,"Q443","Generate","fluent","metal",0
"553","sheet","cover","flu","E17",TRUE,100,"Q443","Generate","fluent","paper",0
"554","sheet","cover","flu","E55",TRUE,100,"Q443","Generate","fluent","cover",1
